id,total_receipts,total_error,paid_receipts,paid_error,unpaid_receipts,unpaid_error
2409,85308,9.3,66036,12.4,19272,6.4
2410,351632,17.1,308801,20.5,42831,10.6
2411,8044,28.7,S,S,S,S
2412,10259865,4.6,9490030,5.4,769835,5.9
2413,265729,23.9,188226,34.8,77503,6.0
2414,24544,10.2,7095,24.8,17449,12.1
2415,240748,26.6,181020,36.5,59728,8.1
2416,S,S,S,S,S,S
2417,873215,5.2,801365,6.2,71850,17.2
2418,45432,16.9,28178,22.5,17253,27.5
2419,1116360,13.3,926966,16.7,189394,9.2
2420,8566937,5.8,8049483,6.6,517454,6.0
2421,576568,16.9,513581,20.9,62987,28.4
2422,3723450,12.3,3534398,13.6,189052,9.4
2423,504816,22.5,471525,25.3,33291,13.9
2424,2969071,15.4,2831367,17.0,137705,11.6
2425,249562,15.8,231506,17.7,18057,15.4
2426,520908,7.5,471147,8.2,49761,25.1
2427,3718,48.2,S,S,S,S
2428,331439,8.1,317471,8.0,S,S
2429,185750,12.6,151822,15.7,33929,16.0
2430,4082925,5.4,3858426,6.0,224499,15.7
2431,303306,16.7,238456,22.9,64850,25.6
2432,3593294,4.4,3449315,4.7,143980,15.9
2433,S,S,S,S,S,S
2434,199759,19.7,124458,35.4,75301,12.7
2435,399393,8.3,368422,9.2,30970,17.9
2436,19933,8.5,S,S,S,S
2437,S,S,S,S,S,S
2438,3149,44.8,S,S,S,S
2439,S,S,S,S,S,S
2440,0,0.0,0,0.0,0,0.0
2441,210483002,0.7,200483954,0.8,9999048,2.1
2442,28195846,2.7,26069844,3.1,2126002,2.5
2443,169632694,1.0,162650511,1.1,6982183,3.1
2444,12654463,4.8,11763600,5.5,890863,5.5
2445,52400,14.3,26793,7.9,25607,26.8
2446,139121,28.8,93484,46.3,45636,12.6
2447,8238,36.1,S,S,S,S
2448,517990,8.2,456155,9.7,61835,11.0
2449,46200,11.7,29812,17.5,16388,11.1
2450,429687,9.1,384770,10.6,44917,14.3
2451,42103,34.7,41574,36.8,S,S
2452,813634,5.9,760258,6.7,53375,23.6
2453,14150,45.4,S,S,S,S
2454,1333745,7.1,1047396,8.5,286348,10.5
2455,341908,16.5,267666,19.6,74242,13.5
2456,919698,6.0,713332,7.7,206366,14.4
2457,72139,11.9,66398,13.0,5740,21.0
2458,800361,7.5,728305,8.6,72057,21.7
2459,72008,20.1,48583,28.6,23425,15.4
2460,692719,8.0,646920,9.2,45800,35.2
2461,35634,33.2,32802,38.8,2831,28.4
2462,279287,30.6,212980,37.2,66307,17.5
2463,83663,38.8,S,S,16917,19.0
2464,177852,36.1,129852,46.1,48000,20.5
2465,S,S,S,S,S,S
2466,570728,8.8,493766,11.0,76962,6.8
2467,S,S,S,S,S,S
2468,502985,9.2,443833,11.4,59152,10.3
2469,5091,49.3,S,S,2836,24.3
2470,106596,17.7,90810,21.9,15786,4.2
2471,12622,13.1,7100,23.8,5521,7.2
2472,91654,19.2,81436,22.6,10218,4.6
2473,S,S,S,S,S,S
2474,84034,22.4,74207,26.5,9827,7.7
2475,10488,15.6,7100,23.8,3387,10.0
2476,73502,23.6,67107,27.0,6395,9.4
2477,S,S,S,S,S,S
2478,10734,4.5,S,S,3934,2.9
2479,485,18.2,0,0.0,485,17.3
2480,10249,4.7,S,S,3450,2.5
2481,0,0.0,0,0.0,0,0.0
2482,2644,5.7,S,S,1148,4.7
2483,685,8.2,0,0.0,685,7.9
2484,1959,7.5,S,S,463,3.1
2485,0,0.0,0,0.0,0,0.0
2486,8921,20.7,6033,33.4,2888,10.0
2487,1053,7.9,0,0.0,1053,7.6
2488,7868,23.6,6033,33.4,1834,15.6
2489,S,S,S,S,S,S
2490,1003153,7.7,811794,9.1,191359,10.6
2491,183394,6.2,135959,5.9,47435,18.3
2492,785413,8.6,644567,10.3,140846,10.1
2493,34345,35.0,31267,41.2,S,S
2494,17540331,2.7,15525058,3.4,2015273,2.9
2495,2417708,8.6,1880524,11.5,537184,4.1
2496,14227686,3.2,12857356,4.0,1370330,4.2
2497,894937,16.5,787178,18.6,107759,17.6
2498,1568243,4.9,1420480,4.9,147762,11.8
2499,6120,30.6,S,S,4240,26.8
2500,1035118,3.8,983643,4.6,51475,25.1
2501,527005,13.3,434957,15.8,92048,11.1
2502,1255825,9.4,985834,11.3,269991,10.6
2503,167645,25.2,107337,39.6,60309,16.9
2504,1010116,12.3,827280,14.4,182837,12.6
2505,78063,10.3,S,S,26845,26.0
2506,844486,11.2,576127,4.3,268358,36.0
2507,420016,22.2,299175,8.7,S,S
2508,244696,6.7,120693,13.3,124003,10.9
2509,179773,15.5,156259,17.3,23515,17.5
2510,422467,8.9,234364,15.3,188103,8.2
2511,32780,15.2,10598,44.6,22181,15.4
2512,316026,11.3,162507,19.5,153519,10.4
2513,73661,11.4,S,S,S,S
2514,159810,19.8,70110,33.1,89700,19.3
2515,S,S,S,S,S,S
2516,110379,15.3,45234,7.8,65145,21.0
2517,S,S,S,S,S,S
2518,3653019281,0.4,3597026511,0.5,55992770,1.4
2519,36136427,4.4,28378755,5.4,7757672,3.6
2520,372104310,1.2,332175506,1.5,39928804,1.6
2521,59897,23.8,29704,8.1,30194,39.3
2522,11727,21.9,S,S,9075,26.8
2523,47010,32.1,25939,10.1,S,S
2524,1160,47.3,S,S,S,S
2525,20820830,2.9,15834655,4.0,4986175,2.3
2526,429061567,1.0,376388916,1.2,52672651,1.2
2527,3223957714,0.4,3220637595,0.4,3320119,6.2
2528,S,S,S,S,S,S
2529,S,S,S,S,S,S
2530,2941,22.5,1584,34.8,1356,36.2
2531,S,S,S,S,S,S
2532,37397,18.4,17097,14.2,20300,32.5
2533,1695,6.9,0,0.0,1695,6.5
2534,33983,20.6,S,S,18605,35.4
2535,1335948,6.3,876028,9.9,459919,11.9
2536,334269,12.2,188713,25.5,145556,16.9
2537,872284,11.4,565753,17.2,306531,14.5
2538,S,S,S,S,S,S
2539,69234,24.9,61347,30.4,S,S
2540,1674307,10.6,1561709,11.3,112598,24.3
2541,1045869,7.2,726592,10.3,319277,11.9
2542,404213119,1.0,358413072,1.3,45800047,1.4
2543,1718,43.1,1718,44.8,0,0.0
2544,40112,30.8,2821,47.4,37291,31.9
2545,1961,23.8,0,0.0,1961,22.7
2546,28151,10.3,2821,47.4,25329,10.0
2547,S,S,S,S,S,S
2548,22059038,3.9,15626196,5.3,6432843,2.2
2549,4539891,6.7,2762429,9.8,1777463,5.8
2550,15909765,4.6,11772067,6.4,4137698,3.3
2551,1609382,13.8,1091700,21.7,517682,10.6
2552,2789410,7.2,2349648,8.7,439762,13.5
2553,412801184,1.0,364661217,1.2,48139967,1.2
2554,32989119,4.5,26391892,5.9,6597227,3.7
2555,360667187,1.3,323505689,1.5,37161498,1.7
2556,19144878,2.9,14763636,3.8,4381242,2.6
2557,3665036,8.8,2660656,13.5,1004379,5.7
2558,884941,11.2,544882,18.9,340059,6.5
2559,2693897,11.6,2048435,16.4,645462,7.1
2560,86197,11.2,67339,14.6,18858,15.7
2561,889352,13.9,601833,18.1,287520,10.2
2562,165929,8.5,123320,11.3,42609,6.6
2563,717317,16.5,474538,21.3,242779,12.4
2564,6106,30.1,3975,40.3,S,S
2565,9700037,4.8,6719341,6.1,2980696,4.1
2566,1944090,9.8,1239050,14.9,705040,18.0
2567,6725483,5.8,4849704,8.6,1875779,6.6
2568,1030464,13.0,630587,21.9,399878,11.3
2569,2341795,5.8,1557692,4.3,784103,14.2
2570,224976,10.2,118755,21.3,106222,21.0
2571,1864142,5.8,1366258,5.1,497884,21.7
2572,252677,11.0,72680,35.7,179997,7.9
2573,3351390,8.6,2293254,13.3,1058136,3.6
2574,734411,14.5,487998,18.7,246414,10.9
2575,2277239,11.5,1585684,16.2,691555,7.5
2576,339741,42.0,S,S,120168,38.5
2577,588851,26.5,362298,40.9,226553,23.4
2578,214615,33.4,S,S,104133,39.0
2579,317795,39.8,S,S,106691,26.9
2580,S,S,S,S,S,S
2581,896027,18.5,706143,24.7,189884,6.5
2582,S,S,S,S,S,S
2583,696102,11.0,562515,14.5,133587,10.4
2584,S,S,S,S,S,S
2585,33536848821,0.2,32495262387,0.2,1041586434,0.6
2586,1419834295,0.6,1190586438,0.7,229247857,0.6
2587,9466039188,0.5,8813398192,0.5,652640996,0.5
2588,1078204389,1.0,960600118,1.1,117604270,1.3
2589,11964077871,0.4,10964584749,0.4,999493123,0.4
2590,21572770949,0.4,21530677638,0.4,42093312,8.2
2591,210062246,2.3,190602834,2.8,19459412,2.5
2592,43188151,5.8,36907418,6.9,6280733,2.7
2593,138023321,3.1,127289115,3.7,10734207,5.3
2594,28850774,8.5,26406302,9.6,2444472,4.3
2595,25845518,6.5,20460768,8.2,5384749,4.0
2596,9652967,6.5,7292304,10.0,2360663,5.2
2597,12230601,13.5,9760306,17.5,2470295,4.8
2598,3961950,15.4,3408159,18.7,553791,13.8
2599,44243189,2.9,39990633,3.7,4252556,6.5
2600,6820835,8.9,5166577,11.8,1654259,14.6
2601,35193386,3.7,32805448,4.0,2387938,3.7
2602,2228968,10.7,2018609,12.6,210359,29.6
2603,10950990565,0.4,10104625082,0.4,846365483,0.5
2604,1221238620,0.6,1042745924,0.7,178492696,0.9
2605,8787915377,0.5,8221010815,0.5,566904562,0.5
2606,941836569,1.0,840868344,1.1,100968225,1.7
2607,150203163,1.3,103451510,1.8,46751654,0.9
2608,42225349,2.5,21508074,4.9,20717275,1.5
2609,100122400,2.0,75680055,2.8,24442345,1.2
2610,7855414,3.7,6263381,4.2,1592034,6.3
2611,38838125,6.7,31654165,8.8,7183960,1.6
2612,9057458,4.4,6729184,6.1,2328274,2.1
2613,27573380,5.1,22901399,6.6,4671982,2.0
2614,S,S,S,S,S,S
2615,699492422,0.7,627532399,0.9,71960023,1.6
2616,135676380,2.0,112941356,2.7,22735025,2.6
2617,474250664,1.4,433605238,1.7,40645426,1.9
2618,89565377,4.8,80985805,5.3,8579572,4.6
2619,227148254,2.1,209778561,2.3,17369692,3.4
2620,29650374,3.9,26150280,3.9,3500094,9.7
2621,167855647,2.5,156413267,2.8,11442380,3.4
2622,29642232,6.1,27215014,6.4,2427218,13.7
2623,107813236,2.6,99194346,2.9,8618889,4.8
2624,27061978,3.6,24017564,4.7,3044414,8.4
2625,68114614,2.9,63597051,3.4,4517563,5.8
2626,12636643,13.3,11579731,14.6,1056912,10.4
2627,34649696,2.9,24193204,4.4,10456492,2.0
2628,10886294,6.9,6260423,10.9,4625871,3.3
2629,18161643,5.1,13291902,6.8,4869740,3.5
2630,5601760,11.6,4640879,15.3,960881,10.8
2631,50242621,2.9,43128485,3.6,7114136,2.6
2632,9906885,9.8,8176310,13.3,1730575,7.4
2633,35702535,2.4,30837865,2.7,4864670,3.1
2634,4633201,10.2,4114310,12.0,518891,11.2
2635,109828269,3.2,77379670,4.6,32448600,1.1
2636,21394951,2.6,12183645,4.6,9211307,1.4
2637,78945548,4.6,57196357,6.7,21749191,1.9
2638,9487770,9.3,7999668,10.1,1488102,9.3
2639,8136445,2.9,6469957,3.6,1666488,9.6
2640,1879024,10.5,1367951,14.0,511073,7.4
2641,5978962,4.2,4883333,4.4,1095629,15.6
2642,278459,25.8,218673,33.9,59786,20.9
2643,4524772,6.3,3767988,7.6,756784,4.9
2644,1109921,16.9,825021,22.3,284900,9.2
2645,3231098,8.0,2780439,9.1,450658,7.2
2646,183754,42.3,162527,47.7,21226,22.5
2647,702685,10.3,493623,12.7,209062,12.9
2648,185081,17.3,112679,27.4,72403,32.1
2649,506109,11.3,369620,13.4,136489,19.8
2650,S,S,S,S,S,S
2651,856219,32.5,564382,40.2,S,S
2652,119836,28.2,54305,26.3,65531,31.4
2653,710074,36.8,485376,45.1,S,S
2654,S,S,S,S,S,S
2655,2306101,8.0,1834573,9.9,471528,4.8
2656,520675,17.8,388216,25.1,132459,5.3
2657,1723022,8.2,1418997,10.2,304024,5.5
2658,62404,28.3,27360,39.0,35045,35.7
2659,1380149132,0.5,1161430713,0.7,218718418,0.7
2660,264799352,1.1,193025203,1.7,71774149,1.1
2661,974903974,1.0,844842998,1.2,130060976,0.8
2662,140445806,3.5,123562512,3.9,16883294,3.0
2663,101097203,4.0,88808959,4.9,12288244,3.7
2664,3474783,8.6,3097603,11.4,377180,16.3
2665,43210818,6.3,40259292,7.1,2951525,8.4
2666,54411602,3.6,45452064,5.1,8959538,4.2
2667,10482831537,0.4,9714345077,0.5,768486460,0.6
2668,1151560159,0.6,994463632,0.7,157096528,1.0
2669,8447924396,0.5,7928295902,0.6,519628495,0.5
2670,883346981,0.9,791585543,1.0,91761438,1.9
2671,11964077871,0.4,10964584749,0.4,999493123,0.4
2672,21572770949,0.4,21530677638,0.4,42093312,8.2
2673,92600303,4.3,84298660,4.9,8301643,3.9
2674,8824216,5.5,6656013,6.8,2168204,3.2
2675,79698157,4.6,74100952,5.1,5597205,5.8
2676,4077931,11.7,3541696,12.6,536235,15.5
2677,473635944,1.3,379994999,1.8,93640945,1.0
2678,78679717,1.2,51379695,1.7,27300021,1.1
2679,359098104,1.7,298568136,2.3,60529968,1.3
2680,35858123,5.3,30047168,5.9,5810956,4.8
2681,382015999,1.5,318344812,1.9,63671187,1.0
2682,5452264,3.0,3365112,6.1,2087152,3.7
2683,2448440,7.0,1255032,12.8,1193408,5.5
2684,4902995,10.7,4093540,13.1,809456,6.0
2685,532547,14.3,324336,21.6,208211,11.0
2686,87998884,2.7,58595131,4.0,29403752,1.3
2687,204712259,2.4,156210266,3.4,48501993,1.0
2688,36376795,2.6,23092487,3.5,13284308,1.5
2689,149462168,3.0,116958199,4.1,32503969,1.6
2690,18873296,9.8,16159581,11.0,2713716,7.0
2691,24397335,7.0,19017308,9.4,5380027,2.0
2692,5949669,5.9,3778947,8.7,2170723,4.4
2693,17578959,10.3,14507421,12.9,3071538,2.5
2694,868706,17.2,730940,20.8,137767,36.8
2695,143650410,1.7,113158263,2.2,30492148,1.4
2696,27029656,2.5,17378956,4.3,9650699,1.7
2697,108232033,2.0,89077169,2.4,19154864,1.7
2698,8388721,9.2,6702138,11.6,1686584,5.8
2699,53942485,5.6,47783818,6.8,6158667,4.3
2700,1680583,13.8,1461047,17.2,219536,15.5
2701,19158062,6.9,17922894,7.6,1235169,7.1
2702,33103839,6.0,28399877,7.6,4703962,4.5
2703,39648117,6.2,34966979,7.4,4681138,5.4
2704,117811,24.1,84088,31.0,33723,18.6
2705,41565,26.0,34496,31.7,7069,31.0
2706,405501,21.9,363678,26.2,41823,42.3
2707,S,S,S,S,S,S
2708,226487,4.8,220639,5.0,5847,25.7
2709,11436499443,0.4,10536805932,0.4,899693511,0.5
2710,1339473995,0.6,1137745696,0.7,201728299,0.6
2711,9087783022,0.5,8496907163,0.5,590875859,0.6
2712,1009242426,0.8,902153073,0.9,107089353,1.5
2713,10529326449,0.4,9751313291,0.5,778013158,0.5
2714,144633088,1.3,100002309,1.9,44630779,0.9
2715,36348120,7.5,30364637,9.4,5983483,1.7
2716,694183926,0.7,623075182,0.9,71108744,1.6
2717,7589431,2.9,6133555,3.8,1455876,11.1
2718,21602899,8.3,18563899,9.7,3039000,8.3
2719,11964077871,0.4,10964584749,0.4,999493123,0.4
2720,21572770949,0.4,21530677638,0.4,42093312,8.2
2721,40522888,1.6,30349125,2.0,10173763,1.9
2722,2917508,6.4,2054850,9.3,862658,4.3
2723,24524044,2.0,16921370,3.0,7602674,2.6
2724,5588525,5.1,3982790,8.3,1605735,8.2
2725,33030077,1.7,22959010,2.2,10071067,1.9
2726,7492811,5.9,7390115,6.3,102696,26.4
2727,24176,49.9,S,S,S,S
2728,12414,18.6,11801,19.2,613,28.5
2729,28957,37.7,S,S,12937,12.2
2730,802,42.1,0,0.0,802,40.1
2731,28156,38.7,S,S,12135,12.9
2732,0,0.0,0,0.0,0,0.0
2733,59421,25.0,42331,31.6,17090,15.8
2734,3584,12.2,S,S,2680,16.1
2735,55010,26.0,40904,31.4,14106,19.2
2736,S,S,S,S,S,S
2737,31495424,1.8,22184861,2.3,9310563,2.2
2738,2685662,6.6,1945112,9.8,740550,4.2
2739,23475527,2.2,16393885,3.0,7081643,2.8
2740,5334235,5.6,3845864,9.0,1488370,8.9
2741,233877,17.9,113601,32.2,120276,6.1
2742,22851,19.9,S,S,16994,9.8
2743,204179,19.6,105726,33.0,98452,8.3
2744,S,S,S,S,S,S
2745,399185,14.5,228607,28.7,170578,7.8
2746,58790,19.8,34420,38.6,24370,9.3
2747,327761,18.4,188201,35.9,139560,9.3
2748,12635,42.9,S,S,6648,10.8
2749,499559,6.9,177016,11.9,322543,10.1
2750,114017,7.1,60275,6.9,53742,11.7
2751,304608,11.2,84240,24.5,220368,11.2
2752,80934,24.3,32500,29.7,48434,34.4
2753,27180,42.3,S,S,S,S
2754,S,S,S,S,S,S
2755,24474,44.8,S,S,S,S
2756,S,S,S,S,S,S
2757,44930,27.1,13856,21.0,31073,38.0
2758,8339,12.1,S,S,8336,11.5
2759,84396,15.0,72722,18.1,11674,14.7
2760,61560,6.7,57353,7.1,4208,27.0
2761,S,S,S,S,S,S
2762,S,S,S,S,S,S
2763,245827,10.1,23734,38.9,222093,11.3
2764,39160,17.9,2016,10.3,37145,17.9
2765,144448,11.7,1542,43.0,142905,11.5
2766,62220,27.1,20176,46.0,42043,35.3
2767,S,S,S,S,S,S
2768,443,0.3,0,0.0,443,0.3
2769,S,S,S,S,S,S
2770,0,0.0,0,0.0,0,0.0
2771,481454,8.7,300331,15.2,181124,10.3
2772,67779,27.5,S,S,42156,34.4
2773,322333,7.0,196799,12.9,125534,9.6
2774,91342,34.7,77909,43.2,S,S
2775,2325851,3.1,1217570,6.8,1108281,5.4
2776,20259,31.5,0,0.0,20259,30.1
2777,3492,32.5,0,0.0,3492,31.0
2778,15435,42.1,0,0.0,15435,40.2
2779,S,S,S,S,S,S
2780,16664,13.9,S,S,16429,13.5
2781,1365,9.2,S,S,1130,10.3
2782,15299,15.2,0,0.0,15299,14.5
2783,0,0.0,0,0.0,0,0.0
2784,10441,20.1,S,S,10207,19.6
2785,855,14.7,S,S,621,18.8
2786,9586,22.0,0,0.0,9586,20.9
2787,0,0.0,0,0.0,0,0.0
2788,S,S,S,S,S,S
2789,75,5.7,0,0.0,75,5.4
2790,S,S,S,S,S,S
2791,0,0.0,0,0.0,0,0.0
2792,1003,37.5,0,0.0,1003,35.8
2793,S,S,S,S,S,S
2794,984,38.3,0,0.0,984,36.5
2795,0,0.0,0,0.0,0,0.0
2796,27246,17.6,12392,21.5,14853,29.9
2797,S,S,S,S,S,S
2798,17637,7.9,S,S,7718,16.4
2799,S,S,S,S,S,S
2800,60338,40.8,S,S,48794,32.1
2801,S,S,S,S,S,S
2802,40344,36.1,S,S,39973,34.8
2803,8280,45.9,0,0.0,8280,43.7
2804,204586,15.8,133891,24.6,70695,13.5
2805,14046,18.8,S,S,13043,16.9
2806,129010,8.8,71621,8.0,57388,16.9
2807,61530,49.0,S,S,S,S
2808,364399,6.6,169684,12.4,194715,11.4
2809,1704821,4.9,891458,8.7,813364,5.8
2810,256631,15.0,156428,25.3,100203,19.2
2811,287726,15.8,172069,22.2,115658,24.5
2812,S,S,S,S,S,S
2813,70694,48.1,S,S,S,S
2814,216916,15.8,112523,21.1,104393,22.8
2815,30416499,1.9,21569371,2.4,8847128,2.4
2816,2552994,6.9,1885167,10.4,667827,5.5
2817,22748529,2.3,15970367,3.0,6778162,2.9
2818,5114977,6.1,3713838,9.4,1401140,9.2
2819,33030077,1.7,22959010,2.2,10071067,1.9
2820,7492811,5.9,7390115,6.3,102696,26.4
2821,1137439,7.4,658795,10.9,478644,8.1
2822,168479,15.2,67330,26.6,101149,22.9
2823,817650,9.2,476284,14.6,341366,8.4
2824,151310,17.6,115181,27.6,36129,28.8
2825,743840,11.1,419972,14.6,323867,11.9
2826,S,S,S,S,S,S
2827,16531,5.1,7570,8.7,8961,7.0
2828,3043,28.6,0,0.0,3043,27.2
2829,949,19.3,0,0.0,949,18.4
2830,388531,12.0,235178,18.7,153353,7.9
2831,841868,8.9,500968,13.2,340900,8.1
2832,135583,15.1,55155,27.2,80428,22.2
2833,630659,11.6,394372,18.1,236287,7.6
2834,75626,16.2,51441,5.9,24185,42.0
2835,157162,22.6,96109,27.1,61053,39.2
2836,1917,10.3,S,S,S,S
2837,10069,25.4,9067,29.4,1002,26.2
2838,145176,24.9,85241,30.9,59935,40.0
2839,127679,25.4,83937,31.6,43742,32.1
2840,0,0.0,0,0.0,0,0.0
2841,S,S,S,S,S,S
2842,0,0.0,0,0.0,0,0.0
2843,0,0.0,0,0.0,0,0.0
2844,S,S,S,S,S,S
2845,31735476,1.8,22204106,2.4,9531370,2.2
2846,2747113,6.2,1985720,9.7,761393,5.2
2847,23696325,2.1,16436019,3.0,7260306,2.7
2848,5292038,5.8,3782368,9.1,1509671,9.0
2849,30623904,1.9,21680952,2.4,8942953,2.4
2850,207635,18.8,94826,34.9,112810,6.9
2851,382408,15.3,221037,29.7,161372,8.2
2852,496516,7.0,177016,11.9,319500,10.2
2853,15714,14.5,S,S,15480,14.0
2854,91123,14.8,63352,10.3,27771,43.6
2855,33030077,1.7,22959010,2.2,10071067,1.9
2856,7492811,5.9,7390115,6.3,102696,26.4
